GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
21800015,1610612764,Wizards,WAS,Washington,240:00,0.512,0.481,0.133,0.152,0.454,0.351,0.174,0.429
21800016,1610612747,Lakers,LAL,Los Angeles,240:00,0.522,0.312,0.133,0.157,0.505,0.29,0.147,0.31
21800016,1610612757,Trail Blazers,POR,Portland,240:00,0.505,0.29,0.147,0.241,0.522,0.312,0.133,0.176
21800017,1610612766,Hornets,CHA,Charlotte,240:00,0.56,0.217,0.153,0.24,0.415,0.149,0.17,0.23
21800017,1610612753,Magic,ORL,Orlando,240:00,0.415,0.149,0.17,0.197,0.56,0.217,0.153,0.3
21800018,1610612752,Knicks,NYK,New York,240:00,0.448,0.206,0.031,0.207,0.573,0.32,0.23,0.342
21800018,1610612751,Nets,BKN,Brooklyn,240:00,0.573,0.32,0.23,0.316,0.448,0.206,0.031,0.241
21800019,1610612738,Celtics,BOS,Boston,240:00,0.475,0.101,0.155,0.267,0.538,0.207,0.128,0.288
21800019,1610612761,Raptors,TOR,Toronto,240:00,0.538,0.207,0.128,0.231,0.475,0.101,0.155,0.333
21800020,1610612763,Grizzlies,MEM,Memphis,240:00,0.623,0.531,0.155,0.163,0.578,0.434,0.178,0.25
21800020,1610612737,Hawks,ATL,Atlanta,240:00,0.578,0.434,0.178,0.229,0.623,0.531,0.155,0.279
21800021,1610612750,Timberwolves,MIN,Minnesota,240:00,0.563,0.402,0.13,0.2,0.527,0.312,0.131,0.314
21800021,1610612739,Cavaliers,CLE,Cleveland,240:00,0.527,0.312,0.131,0.255,0.563,0.402,0.13,0.289
21800022,1610612740,Pelicans,NOP,New Orleans,240:00,0.674,0.347,0.141,0.261,0.573,0.271,0.117,0.18
21800022,1610612758,Kings,SAC,Sacramento,240:00,0.573,0.271,0.117,0.18,0.674,0.347,0.141,0.304
21800023,1610612749,Bucks,MIL,Milwaukee,240:00,0.565,0.226,0.157,0.212,0.471,0.31,0.159,0.25
21800023,1610612754,Pacers,IND,Indiana,240:00,0.471,0.31,0.159,0.173,0.565,0.226,0.157,0.327
21800024,1610612762,Jazz,UTA,Utah,240:00,0.556,0.326,0.156,0.192,0.621,0.207,0.155,0.231
21800024,1610612744,Warriors,GSW,Golden State,240:00,0.621,0.207,0.155,0.205,0.556,0.326,0.156,0.308
21800025,1610612746,Clippers,LAC,LA,240:00,0.5,0.444,0.147,0.2,0.395,0.242,0.126,0.323
21800025,1610612760,Thunder,OKC,Oklahoma City,240:00,0.395,0.242,0.126,0.242,0.5,0.444,0.147,0.26
21800026,1610612754,Pacers,IND,Indiana,240:00,0.641,0.239,0.107,0.227,0.57,0.256,0.187,0.333
21800026,1610612751,Nets,BKN,Brooklyn,240:00,0.57,0.256,0.187,0.188,0.641,0.239,0.107,0.295
21800027,1610612761,Raptors,TOR,Toronto,240:00,0.5,0.409,0.159,0.264,0.489,0.36,0.105,0.236
21800027,1610612764,Wizards,WAS,Washington,240:00,0.489,0.36,0.105,0.164,0.5,0.409,0.159,0.377
21800028,1610612752,Knicks,NYK,New York,240:00,0.483,0.31,0.154,0.208,0.457,0.402,0.149,0.24
21800028,1610612738,Celtics,BOS,Boston,240:00,0.457,0.402,0.149,0.22,0.483,0.31,0.154,0.264
21800029,1610612753,Magic,ORL,Orlando,240:00,0.544,0.244,0.157,0.269,0.569,0.106,0.105,0.26
21800029,1610612755,76ers,PHI,Philadelphia,240:00,0.569,0.106,0.105,0.26,0.544,0.244,0.157,0.365
21800030,1610612748,Heat,MIA,Miami,240:00,0.522,0.303,0.153,0.24,0.527,0.247,0.116,0.281
21800030,1610612766,Hornets,CHA,Charlotte,240:00,0.527,0.247,0.116,0.211,0.522,0.303,0.153,0.4
21800031,1610612741,Bulls,CHI,Chicago,240:00,0.546,0.299,0.105,0.109,0.495,0.228,0.097,0.381
21800031,1610612765,Pistons,DET,Detroit,240:00,0.495,0.228,0.097,0.286,0.546,0.299,0.105,0.239
21800032,1610612750,Timberwolves,MIN,Minnesota,240:00,0.607,0.476,0.151,0.143,0.587,0.347,0.14,0.377
21800032,1610612742,Mavericks,DAL,Dallas,240:00,0.587,0.347,0.14,0.283,0.607,0.476,0.151,0.262
21800033,1610612756,Suns,PHX,Phoenix,240:00,0.448,0.455,0.187,0.175,0.559,0.341,0.169,0.267
21800033,1610612743,Nuggets,DEN,Denver,240:00,0.559,0.341,0.169,0.2,0.448,0.455,0.187,0.175
21800034,1610612759,Spurs,SAS,San Antonio,240:00,0.485,0.14,0.062,0.25,0.625,0.226,0.125,0.25
21800034,1610612757,Trail Blazers,POR,Portland,240:00,0.625,0.226,0.125,0.2,0.485,0.14,0.062,0.3
21800035,1610612747,Lakers,LAL,Los Angeles,240:00,0.52,0.18,0.1,0.161,0.542,0.313,0.158,0.309
21800035,1610612745,Rockets,HOU,Houston,240:00,0.542,0.313,0.158,0.236,0.52,0.18,0.1,0.214
21800036,1610612737,Hawks,ATL,Atlanta,240:00,0.602,0.194,0.11,0.176,0.515,0.141,0.166,0.345
21800036,1610612739,Cavaliers,CLE,Cleveland,240:00,0.515,0.141,0.166,0.273,0.602,0.194,0.11,0.275
21800037,1610612760,Thunder,OKC,Oklahoma City,240:00,0.486,0.288,0.154,0.273,0.604,0.308,0.18,0.261
21800037,1610612758,Kings,SAC,Sacramento,240:00,0.604,0.308,0.18,0.261,0.486,0.288,0.154,0.394
21800038,1610612744,Warriors,GSW,Golden State,240:00,0.5,0.304,0.185,0.128,0.442,0.488,0.099,0.31
21800038,1610612743,Nuggets,DEN,Denver,240:00,0.442,0.488,0.099,0.224,0.5,0.304,0.185,0.213
21800039,1610612746,Clippers,LAC,LA,240:00,0.5,0.292,0.128,0.255,0.567,0.169,0.118,0.188
21800039,1610612745,Rockets,HOU,Houston,240:00,0.567,0.169,0.118,0.125,0.5,0.292,0.128,0.319
21800040,1610612753,Magic,ORL,Orlando,240:00,0.462,0.108,0.091,0.14,0.456,0.099,0.122,0.218
21800040,1610612738,Celtics,BOS,Boston,240:00,0.456,0.099,0.122,0.164,0.462,0.108,0.091,0.228
21800041,1610612761,Raptors,TOR,Toronto,240:00,0.661,0.161,0.145,0.135,0.469,0.186,0.117,0.293
21800041,1610612766,Hornets,CHA,Charlotte,240:00,0.469,0.186,0.117,0.241,0.661,0.161,0.145,0.27
21800042,1610612749,Bucks,MIL,Milwaukee,240:00,0.557,0.25,0.146,0.339,0.505,0.152,0.113,0.327
21800042,1610612752,Knicks,NYK,New York,240:00,0.505,0.152,0.113,0.2,0.557,0.25,0.146,0.375
21800043,1610612754,Pacers,IND,Indiana,240:00,0.435,0.174,0.147,0.203,0.465,0.282,0.146,0.306
21800043,1610612750,Timberwolves,MIN,Minnesota,240:00,0.465,0.282,0.146,0.163,0.435,0.174,0.147,0.288
21800044,1610612742,Mavericks,DAL,Dallas,240:00,0.511,0.226,0.152,0.245,0.594,0.263,0.188,0.233
21800044,1610612741,Bulls,CHI,Chicago,240:00,0.594,0.263,0.188,0.163,0.511,0.226,0.152,0.377
21800045,1610612762,Jazz,UTA,Utah,240:00,0.402,0.28,0.154,0.182,0.423,0.31,0.111,0.236
21800045,1610612763,Grizzlies,MEM,Memphis,240:00,0.423,0.31,0.111,0.127,0.402,0.28,0.154,0.255
21800046,1610612757,Trail Blazers,POR,Portland,265:00,0.449,0.287,0.16,0.25,0.486,0.236,0.084,0.176
21800046,1610612764,Wizards,WAS,Washington,265:00,0.486,0.236,0.084,0.176,0.449,0.287,0.16,0.382
21800047,1610612756,Suns,PHX,Phoenix,240:00,0.506,0.209,0.204,0.255,0.591,0.295,0.132,0.217
21800047,1610612744,Warriors,GSW,Golden State,240:00,0.591,0.295,0.132,0.152,0.506,0.209,0.204,0.277
21800048,1610612747,Lakers,LAL,Los Angeles,265:00,0.579,0.243,0.125,0.224,0.593,0.392,0.08,0.226
21800048,1610612759,Spurs,SAS,San Antonio,265:00,0.593,0.392,0.08,0.189,0.579,0.243,0.125,0.345
21800049,1610612755,76ers,PHI,Philadelphia,265:00,0.571,0.286,0.097,0.157,0.528,0.25,0.069,0.339
21800049,1610612765,Pistons,DET,Detroit,265:00,0.528,0.25,0.069,0.194,0.571,0.286,0.097,0.255
21800050,1610612740,Pelicans,NOP,New Orleans,240:00,0.462,0.43,0.075,0.207,0.5,0.31,0.159,0.26
21800050,1610612746,Clippers,LAC,LA,240:00,0.5,0.31,0.159,0.18,0.462,0.43,0.075,0.293
21800051,1610612743,Nuggets,DEN,Denver,240:00,0.571,0.152,0.117,0.313,0.599,0.233,0.157,0.234
21800051,1610612758,Kings,SAC,Sacramento,240:00,0.599,0.233,0.157,0.191,0.571,0.152,0.117,0.375
21800052,1610612737,Hawks,ATL,Atlanta,240:00,0.489,0.341,0.137,0.179,0.484,0.286,0.154,0.203
21800052,1610612742,Mavericks,DAL,Dallas,240:00,0.484,0.286,0.154,0.153,0.489,0.341,0.137,0.196
21800053,1610612751,Nets,BKN,Brooklyn,240:00,0.517,0.172,0.141,0.157,0.399,0.18,0.158,0.309
21800053,1610612739,Cavaliers,CLE,Cleveland,240:00,0.399,0.18,0.158,0.291,0.517,0.172,0.141,0.235
21800054,1610612748,Heat,MIA,Miami,240:00,0.555,0.341,0.126,0.085,0.429,0.154,0.121,0.213
21800054,1610612752,Knicks,NYK,New York,240:00,0.429,0.154,0.121,0.164,0.555,0.341,0.126,0.191
21800055,1610612750,Timberwolves,MIN,Minnesota,240:00,0.495,0.167,0.155,0.276,0.579,0.135,0.17,0.289
21800055,1610612761,Raptors,TOR,Toronto,240:00,0.579,0.135,0.17,0.244,0.495,0.167,0.155,0.379
21800056,1610612766,Hornets,CHA,Charlotte,240:00,0.494,0.341,0.082,0.16,0.545,0.455,0.144,0.31
21800056,1610612741,Bulls,CHI,Chicago,240:00,0.545,0.455,0.144,0.214,0.494,0.341,0.082,0.26
21800057,1610612762,Jazz,UTA,Utah,240:00,0.5,0.359,0.189,0.205,0.466,0.161,0.17,0.222
21800057,1610612745,Rockets,HOU,Houston,240:00,0.466,0.161,0.17,0.185,0.5,0.359,0.189,0.318
21800058,1610612759,Spurs,SAS,San Antonio,240:00,0.437,0.241,0.138,0.283,0.626,0.092,0.105,0.19
21800058,1610612754,Pacers,IND,Indiana,240:00,0.626,0.092,0.105,0.119,0.437,0.241,0.138,0.321
21800059,1610612749,Bucks,MIL,Milwaukee,240:00,0.475,0.3,0.095,0.15,0.473,0.326,0.141,0.233
21800059,1610612755,76ers,PHI,Philadelphia,240:00,0.473,0.326,0.141,0.133,0.475,0.3,0.095,0.233
21800060,1610612747,Lakers,LAL,Los Angeles,240:00,0.57,0.23,0.075,0.212,0.583,0.25,0.192,0.238
21800060,1610612756,Suns,PHX,Phoenix,240:00,0.583,0.25,0.192,0.214,0.57,0.23,0.075,0.327
21800061,1610612763,Grizzlies,MEM,Memphis,240:00,0.436,0.138,0.147,0.217,0.458,0.398,0.171,0.291
21800061,1610612758,Kings,SAC,Sacramento,240:00,0.458,0.398,0.171,0.273,0.436,0.138,0.147,0.233
21800062,1610612744,Warriors,GSW,Golden State,240:00,0.658,0.272,0.162,0.25,0.516,0.301,0.109,0.192
21800062,1610612764,Wizards,WAS,Washington,240:00,0.516,0.301,0.109,0.135,0.658,0.272,0.162,0.3
21800063,1610612739,Cavaliers,CLE,Cleveland,240:00,0.506,0.169,0.092,0.143,0.596,0.372,0.205,0.415
21800063,1610612765,Pistons,DET,Detroit,240:00,0.596,0.372,0.205,0.317,0.506,0.169,0.092,0.184
21800064,1610612757,Trail Blazers,POR,Portland,240:00,0.615,0.299,0.113,0.286,0.57,0.233,0.143,0.267
21800064,1610612753,Magic,ORL,Orlando,240:00,0.57,0.233,0.143,0.244,0.615,0.299,0.113,0.286
21800065,1610612738,Celtics,BOS,Boston,240:00,0.448,0.384,0.117,0.172,0.431,0.266,0.152,0.339
21800065,1610612760,Thunder,OKC,Oklahoma City,240:00,0.431,0.266,0.152,0.258,0.448,0.384,0.117,0.259
21800066,1610612747,Lakers,LAL,Los Angeles,240:00,0.554,0.25,0.131,0.188,0.533,0.217,0.173,0.3
21800066,1610612743,Nuggets,DEN,Denver,240:00,0.533,0.217,0.173,0.2,0.554,0.25,0.131,0.271
21800067,1610612766,Hornets,CHA,Charlotte,240:00,0.645,0.172,0.119,0.275,0.529,0.259,0.139,0.216
21800067,1610612741,Bulls,CHI,Chicago,240:00,0.529,0.259,0.139,0.157,0.645,0.172,0.119,0.325
21800068,1610612744,Warriors,GSW,Golden State,240:00,0.678,0.138,0.14,0.162,0.506,0.133,0.192,0.308
21800068,1610612752,Knicks,NYK,New York,240:00,0.506,0.133,0.192,0.212,0.678,0.138,0.14,0.162
21800069,1610612742,Mavericks,DAL,Dallas,240:00,0.478,0.261,0.139,0.175,0.544,0.22,0.129,0.271
21800069,1610612761,Raptors,TOR,Toronto,240:00,0.544,0.22,0.129,0.25,0.478,0.261,0.139,0.298
21800070,1610612745,Rockets,HOU,Houston,240:00,0.464,0.255,0.123,0.262,0.62,0.481,0.15,0.297
21800070,1610612746,Clippers,LAC,LA,240:00,0.62,0.481,0.15,0.135,0.464,0.255,0.123,0.344
21800071,1610612750,Timberwolves,MIN,Minnesota,240:00,0.366,0.161,0.072,0.215,0.636,0.12,0.167,0.159
21800071,1610612749,Bucks,MIL,Milwaukee,240:00,0.636,0.12,0.167,0.159,0.366,0.161,0.072,0.253
21800072,1610612740,Pelicans,NOP,New Orleans,240:00,0.495,0.265,0.104,0.259,0.536,0.153,0.192,0.393
21800072,1610612751,Nets,BKN,Brooklyn,240:00,0.536,0.153,0.192,0.286,0.495,0.265,0.104,0.31
21800073,1610612764,Wizards,WAS,Washington,240:00,0.547,0.267,0.187,0.102,0.537,0.242,0.173,0.296
21800073,1610612758,Kings,SAC,Sacramento,240:00,0.537,0.242,0.173,0.259,0.547,0.267,0.187,0.204
21800074,1610612738,Celtics,BOS,Boston,240:00,0.535,0.291,0.127,0.157,0.41,0.225,0.107,0.158
21800074,1610612765,Pistons,DET,Detroit,240:00,0.41,0.225,0.107,0.105,0.535,0.291,0.127,0.196
21800075,1610612762,Jazz,UTA,Utah,240:00,0.58,0.42,0.117,0.133,0.468,0.305,0.142,0.298
21800075,1610612740,Pelicans,NOP,New Orleans,240:00,0.468,0.305,0.142,0.193,0.58,0.42,0.117,0.244
21800076,1610612741,Bulls,CHI,Chicago,240:00,0.506,0.193,0.219,0.167,0.393,0.274,0.209,0.19
21800076,1610612737,Hawks,ATL,Atlanta,240:00,0.393,0.274,0.209,0.19,0.506,0.193,0.219,0.208
21800077,1610612739,Cavaliers,CLE,Cleveland,240:00,0.506,0.256,0.184,0.348,0.682,0.351,0.156,0.258
21800077,1610612754,Pacers,IND,Indiana,240:00,0.682,0.351,0.156,0.129,0.506,0.256,0.184,0.435
21800078,1610612755,76ers,PHI,Philadelphia,240:00,0.44,0.33,0.109,0.237,0.437,0.253,0.085,0.267
21800078,1610612766,Hornets,CHA,Charlotte,240:00,0.437,0.253,0.085,0.15,0.44,0.33,0.109,0.271
21800079,1610612757,Trail Blazers,POR,Portland,240:00,0.489,0.318,0.089,0.151,0.536,0.271,0.124,0.351
21800079,1610612748,Heat,MIA,Miami,240:00,0.536,0.271,0.124,0.281,0.489,0.318,0.089,0.208
21800080,1610612756,Suns,PHX,Phoenix,240:00,0.519,0.244,0.189,0.114,0.614,0.278,0.123,0.162
21800080,1610612763,Grizzlies,MEM,Memphis,240:00,0.614,0.278,0.123,0.081,0.519,0.244,0.189,0.182
21800081,1610612753,Magic,ORL,Orlando,240:00,0.376,0.168,0.101,0.162,0.561,0.28,0.196,0.19
21800081,1610612749,Bucks,MIL,Milwaukee,240:00,0.561,0.28,0.196,0.143,0.376,0.168,0.101,0.235
21800082,1610612747,Lakers,LAL,Los Angeles,240:00,0.552,0.209,0.164,0.146,0.5,0.264,0.127,0.265
21800082,1610612759,Spurs,SAS,San Antonio,240:00,0.5,0.264,0.127,0.245,0.552,0.209,0.164,0.188
21800083,1610612744,Warriors,GSW,Golden State,240:00,0.556,0.27,0.121,0.261,0.598,0.172,0.145,0.2
21800083,1610612751,Nets,BKN,Brooklyn,240:00,0.598,0.172,0.145,0.111,0.556,0.27,0.121,0.283
21800084,1610612762,Jazz,UTA,Utah,240:00,0.588,0.275,0.181,0.2,0.467,0.275,0.126,0.255
21800084,1610612742,Mavericks,DAL,Dallas,240:00,0.467,0.275,0.126,0.218,0.588,0.275,0.181,0.2
21800085,1610612760,Thunder,OKC,Oklahoma City,240:00,0.547,0.412,0.141,0.2,0.488,0.314,0.2,0.271
21800085,1610612756,Suns,PHX,Phoenix,240:00,0.488,0.314,0.2,0.208,0.547,0.412,0.141,0.222
21800086,1610612764,Wizards,WAS,Washington,240:00,0.418,0.289,0.128,0.226,0.621,0.126,0.137,0.3
21800086,1610612746,Clippers,LAC,LA,240:00,0.621,0.126,0.137,0.28,0.418,0.289,0.128,0.274
21800087,1610612754,Pacers,IND,Indiana,240:00,0.444,0.222,0.089,0.123,0.551,0.231,0.19,0.268
21800087,1610612757,Trail Blazers,POR,Portland,240:00,0.551,0.231,0.19,0.22,0.444,0.222,0.089,0.281
21800088,1610612755,76ers,PHI,Philadelphia,240:00,0.485,0.182,0.173,0.276,0.415,0.223,0.139,0.19
21800088,1610612737,Hawks,ATL,Atlanta,240:00,0.415,0.223,0.139,0.159,0.485,0.182,0.173,0.328
21800089,1610612758,Kings,SAC,Sacramento,240:00,0.557,0.258,0.124,0.167,0.484,0.37,0.161,0.31
21800089,1610612748,Heat,MIA,Miami,240:00,0.484,0.37,0.161,0.224,0.557,0.258,0.124,0.259
21800090,1610612752,Knicks,NYK,New York,240:00,0.538,0.196,0.16,0.333,0.47,0.262,0.108,0.208
21800090,1610612751,Nets,BKN,Brooklyn,240:00,0.47,0.262,0.108,0.208,0.538,0.196,0.16,0.521
21800091,1610612741,Bulls,CHI,Chicago,240:00,0.548,0.362,0.085,0.214,0.677,0.271,0.066,0.213
21800091,1610612744,Warriors,GSW,Golden State,240:00,0.677,0.271,0.066,0.17,0.548,0.362,0.085,0.268
21800092,1610612749,Bucks,MIL,Milwaukee,240:00,0.592,0.207,0.155,0.167,0.422,0.272,0.091,0.279
21800092,1610612761,Raptors,TOR,Toronto,240:00,0.422,0.272,0.091,0.221,0.592,0.207,0.155,0.229
21800093,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.306,0.141,0.351,0.529,0.144,0.161,0.411
21800093,1610612747,Lakers,LAL,Los Angeles,240:00,0.529,0.144,0.161,0.304,0.5,0.306,0.141,0.404
21800094,1610612759,Spurs,SAS,San Antonio,265:00,0.511,0.231,0.151,0.102,0.527,0.187,0.203,0.255
21800094,1610612742,Mavericks,DAL,Dallas,265:00,0.527,0.187,0.203,0.157,0.511,0.231,0.151,0.163
21800095,1610612743,Nuggets,DEN,Denver,240:00,0.511,0.247,0.121,0.176,0.591,0.244,0.208,0.209
21800095,1610612740,Pelicans,NOP,New Orleans,240:00,0.591,0.244,0.208,0.163,0.511,0.247,0.121,0.235
21800096,1610612748,Heat,MIA,Miami,240:00,0.534,0.276,0.146,0.204,0.623,0.358,0.14,0.289
21800096,1610612766,Hornets,CHA,Charlotte,240:00,0.623,0.358,0.14,0.211,0.534,0.276,0.146,0.265
21800097,1610612737,Hawks,ATL,Atlanta,240:00,0.628,0.207,0.216,0.14,0.572,0.478,0.119,0.314
21800097,1610612739,Cavaliers,CLE,Cleveland,240:00,0.572,0.478,0.119,0.255,0.628,0.207,0.216,0.14
21800098,1610612758,Kings,SAC,Sacramento,240:00,0.536,0.31,0.146,0.163,0.456,0.242,0.159,0.267
21800098,1610612753,Magic,ORL,Orlando,240:00,0.456,0.242,0.159,0.183,0.536,0.31,0.146,0.184
21800099,1610612738,Celtics,BOS,Boston,240:00,0.494,0.381,0.135,0.154,0.466,0.307,0.161,0.241
21800099,1610612765,Pistons,DET,Detroit,240:00,0.466,0.307,0.161,0.204,0.494,0.381,0.135,0.231
21800100,1610612755,76ers,PHI,Philadelphia,240:00,0.495,0.33,0.209,0.298,0.571,0.304,0.144,0.277
21800100,1610612761,Raptors,TOR,Toronto,240:00,0.571,0.304,0.144,0.191,0.495,0.33,0.209,0.386
21800101,1610612745,Rockets,HOU,Houston,240:00,0.375,0.24,0.122,0.282,0.525,0.288,0.194,0.326
21800101,1610612757,Trail Blazers,POR,Portland,240:00,0.525,0.288,0.194,0.163,0.375,0.24,0.122,0.324
21800102,1610612764,Wizards,WAS,Washington,240:00,0.527,0.27,0.204,0.119,0.574,0.419,0.172,0.273
21800102,1610612763,Grizzlies,MEM,Memphis,240:00,0.574,0.419,0.172,0.136,0.527,0.27,0.204,0.19
21800103,1610612760,Thunder,OKC,Oklahoma City,240:00,0.559,0.34,0.146,0.184,0.52,0.581,0.223,0.209
21800103,1610612746,Clippers,LAC,LA,240:00,0.52,0.581,0.223,0.14,0.559,0.34,0.146,0.306
21800104,1610612751,Nets,BKN,Brooklyn,265:00,0.485,0.297,0.143,0.281,0.478,0.419,0.15,0.31
21800104,1610612765,Pistons,DET,Detroit,265:00,0.478,0.419,0.15,0.241,0.485,0.297,0.143,0.328
21800105,1610612752,Knicks,NYK,New York,240:00,0.506,0.304,0.174,0.191,0.578,0.205,0.157,0.25
21800105,1610612754,Pacers,IND,Indiana,240:00,0.578,0.205,0.157,0.25,0.506,0.304,0.174,0.298
21800106,1610612743,Nuggets,DEN,Denver,265:00,0.49,0.182,0.151,0.288,0.511,0.196,0.135,0.259
21800106,1610612741,Bulls,CHI,Chicago,265:00,0.511,0.196,0.135,0.185,0.49,0.182,0.151,0.39
21800107,1610612762,Jazz,UTA,Utah,240:00,0.552,0.309,0.134,0.357,0.651,0.279,0.152,0.256
21800107,1610612750,Timberwolves,MIN,Minnesota,240:00,0.651,0.279,0.152,0.179,0.552,0.309,0.134,0.393
21800108,1610612744,Warriors,GSW,Golden State,240:00,0.618,0.337,0.159,0.255,0.543,0.293,0.148,0.3
21800108,1610612740,Pelicans,NOP,New Orleans,240:00,0.543,0.293,0.148,0.24,0.618,0.337,0.159,0.319
21800109,1610612742,Mavericks,DAL,Dallas,240:00,0.576,0.221,0.214,0.227,0.571,0.286,0.188,0.256
21800109,1610612747,Lakers,LAL,Los Angeles,240:00,0.571,0.286,0.188,0.186,0.576,0.221,0.214,0.295
21800110,1610612759,Spurs,SAS,San Antonio,240:00,0.578,0.313,0.137,0.158,0.422,0.2,0.142,0.211
21800110,1610612756,Suns,PHX,Phoenix,240:00,0.422,0.2,0.142,0.123,0.578,0.313,0.137,0.211
21800111,1610612766,Hornets,CHA,Charlotte,240:00,0.468,0.237,0.164,0.196,0.469,0.302,0.095,0.29
21800111,1610612760,Thunder,OKC,Oklahoma City,240:00,0.469,0.302,0.095,0.226,0.468,0.237,0.164,0.339
21800112,1610612739,Cavaliers,CLE,Cleveland,240:00,0.44,0.229,0.152,0.265,0.541,0.247,0.13,0.422
21800112,1610612743,Nuggets,DEN,Denver,240:00,0.541,0.247,0.13,0.311,0.44,0.229,0.152,0.347
21800113,1610612746,Clippers,LAC,LA,240:00,0.494,0.384,0.163,0.163,0.543,0.301,0.144,0.264
21800113,1610612755,76ers,PHI,Philadelphia,240:00,0.543,0.301,0.144,0.189,0.494,0.384,0.163,0.286
21800114,1610612737,Hawks,ATL,Atlanta,240:00,0.529,0.391,0.193,0.2,0.612,0.327,0.121,0.271
21800114,1610612758,Kings,SAC,Sacramento,240:00,0.612,0.327,0.121,0.208,0.529,0.391,0.193,0.28
21800115,1610612749,Bucks,MIL,Milwaukee,240:00,0.535,0.353,0.134,0.163,0.576,0.141,0.127,0.255
21800115,1610612738,Celtics,BOS,Boston,240:00,0.576,0.141,0.127,0.157,0.535,0.353,0.134,0.245
21800116,1610612740,Pelicans,NOP,New Orleans,240:00,0.468,0.394,0.119,0.237,0.609,0.356,0.131,0.283
